film_ref	sm_comm	tfidf_comm	sm_comm_size	tfidf_comm_size	type	betweenness	description
(filmRef)19674	488	2	2	415	Type 2  vocab > structure	0.0	non-fiction; amateur Director, Bert McCready ; Producer, Mac Movies. Credits: Mac Movies presents. David Edwards performs trick golf shots to entertain the crowd at Whinhill Golf Club's centenary barbecue, Greenock. SHOTLIST: [Shotlisted from .mp4 file using VLC Media Player] ocs (.10) mcu David Edwards (.14) Performing Trick Golf At the Centenary Barbecue on 24th July 2011 of the Whinhill Golf Club Greenock (.30) i/v DE (2.23) ls Dan McAulay, Club Captain (2.38) visuals David Edward's performance (19.02) brief stills of DE's contact details and clubs; DE signs autographs (19.30)
(filmRef)19804	2	9	295	412	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. A weekly round up of the daily news service, concentrated mainly on Western Isles news, and Gaelic interest news stories from elsewhere [Subtitled] Programme 166. Week 31
(filmRef)19705	489	7	2	370	Type 2  vocab > structure	0.0	non-fiction; cine mag Director, Christopher Kay ; Producer, Grampian Television. Credits: presented by Bill Kirton w. John W. Doran. A series of cinema 'magazines' featuring movie news, interviews, and clips. Programme 172. This programme centres on the latest 1983 film releases, including clips from RETURN OF THE JEDI, OCTOPUSSY, STARFLIGHT ONE, 10 TO MIDNIGHT, and EDUCATING RITA. Also featuring an interview with actor Michael Caine and a discussion of UK film production.
(filmRef)19675	488	2	2	415	Type 2  vocab > structure	0.0	Non-Fiction; amateur Director, Bert McCready ; Producer, Mac Movies. Credits: Mac Movies presents. David Edwards performs trick golf shots to entertain the crowd at Whinhill Golf Club's centenary barbecue, Greenock. SHOTLIST: [Shotlisted from .mp4 file using VLC Media Player] ocs (.10) mcu David Edwards (.14) Performing Trick Golf At the Centenary Barbecue on 24th July 2011 of the Whinhill Golf Club Greenock (.30) gv's golf club members and families queuing for barbecued food (1.48) i/v David Edwards (3.40) ls Dan McAulay, Club Captain intercut shots bouncy castle (4.46) visuals David Edward's performance (50.54) stills DE's contact details and clubs; DE signs autograph on DVD cover (51.22)
(filmRef)19101	277	16	3	752	Type 2  vocab > structure	0.0	non-fiction Sealladh air na sgeulachdan a bh' anns na naidheachdan ann an 1970 cuide ri taghadh de cheòl na bliadhna. Experience some of the stories hitting the headlines in 1970 through archive footage and the year's chart hits [Source - BBC Alba] Episode 1 SHOTLIST: Sealladh air na sgeulachdan a bh' anns na naidheachdan ann an 1970 cuide ri taghadh de cheòl na bliadhna. Am measg na thachair: tubaist èiginneach bàta-teasairginn A' Bhruaich, club-òigridh an cunnart dùnadh ann an sgìre Easterhouse agus saighdearan Albannach ann an Èirinn a Tuath. Am measg nan taghaidhean ciùil tha Fire and Rain le James Taylor, Crosstown Traffic le Jimi Hendrix agus ABC le The Jackson Five. Experience some of the stories hitting the headlines in 1970 through archive footage and the year's chart hits: the Fraserburgh lifeboat disaster, a popular youth club under threat of closure in Easterhouse and Scottish soldiers in Northern Ireland. The year's chart hits include Fire and Rain by James Taylor, Jimi Hendrix's Crosstown Traffic and ABC by The Jackson Five.
(filmRef)19100	476	7	2	370	Type 2  vocab > structure	0.0	non-fiction Music from the Celtic Connections festival. SHOTLIST: Cuirm shònraichte agus an còmhlan Èireannach, Moving Hearts, a' tilleadh gu àrd-ùrlar Cheltic Connections. Bha ionad a' Fruitmarket làn gu mhullach agus na bh' anns an èisteachd a' cur fàilte le gàirdeachas air Dónal Lunny, Davey Spillane, Noel Eccles agus na seòid. Ged nach robh an còmhlan còmhla ach beagan bhliadhnaichean sna 80an, bidh iad fhathast a' tighinn còmhla corra uair. Cleas Planxty, Horslips agus Am Bothy Band romhpa, bha ceòl na Moving Hearts ùr agus eadar-dhealaichte cuideachd. Bha an dreach ciùil aca air a bhonntachadh air òrain ùr agus chuir iad am blas fhèin air ceòl traidiseanta. Thug iad buaidh air ginealach ùr de luchd-ciùil air feadh an t-saoghail. Tha aoighean sònraichte a' toirt taic do Moving Hearts agus gheibhear blas de NeXo, pròiseact-ciùil ùr anns aM bheil luchd-ciùil bho air feadh an t-saoghail. Tha buill NeXo air siubhal à fad is farsaing; à Argentina, Galicia, Uruguay, a' Chuimrigh - agus à Alba tha Megan NicEanraig, Fionnlagh Dòmhnallach agus stiùiriche Celtic Connections, Dòmhnall Seathach. Irish band Moving Hearts return to the Celtic Connections stage in a concert special. A capacity audience in the Old Fruitmarket gave a warm welcome to Dónal Lunny, Davey Spillane, Noel Eccles and bandmates. Together for only a few years in the 1980s, the band still performs occasionally at select concerts. Like Planxty, Horslips and The Bothy Band before them, Moving Hearts made music that was pioneering and innovative. Their musical style was based on original songs and they put their own spin on traditional tunes. Despite their all-too-brief career, they proved hugely influential on an entire generation of musicians all over the world. Support for Moving Hearts comes from a number of special guests in the form of NeXo, a new musical project that connects musicians from all over the world. Band members are drawn from Argentina, Galicia, Uruguay, Wales and Scotland, including Megan Henderson, Finlay MacDonald and Celtic Connections director Donald Shaw.
(filmRef)19086	475	11	2	256	Type 2  vocab > structure	0.0	Series following midwives and the families they look after at Raigmore Hospital, Inverness [synopsis from BBC Alba] Episode 8. CATCHUP OF ALL THREE SERIES
(filmRef)19847	2	9	295	412	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. A weekly round up of the daily news service, concentrated mainly on Western Isles news, and Gaelic interest news stories from elsewhere [Subtitled] Programme 203. Week 16
(filmRef)19570	69	29	14	677	Type 2  vocab > structure	0.0	non-fiction Producer, Media Nan Eilean. Gaelic speaking children describe their world. Programmes 11, 12 SHOTLIST: MISE - PROG 11 - JOHN JO MISE - PROG 12 - MARIE
(filmRef)19789	2	9	295	412	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. A weekly round up of the daily news service, concentrated mainly on Western Isles news, and Gaelic interest news stories from elsewhere [Subtitled] Programme 154. Week 19
(filmRef)19572	2	9	295	412	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. A weekly round up of the daily news service, concentrated mainly on Western Isles news, and Gaelic interest news stories from elsewhere [Subtitled] Programme 100. Week 15
(filmRef)19087	77	7	12	370	Type 2  vocab > structure	0.0	non-fiction Celtic musicians in concert [Source - BBC Alba] Programmes 1 - 6 Na Trads 2015 featuring performances from Tom Orr Scottish Dance Band, Malinky, Dosca, Duncan Chisholm, Cathy Ann MacPhee &amp; Maggie MacInnes, Phil Cunningham &amp; Aly Bain
(filmRef)19843	2	9	295	412	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. A weekly round up of the daily news service, concentrated mainly on Western Isles news, and Gaelic interest news stories from elsewhere [Subtitled] Programme 197
(filmRef)19706	489	7	2	370	Type 2  vocab > structure	0.0	non-fiction; cine mag Director, Eileen Doris Bremner ; Producer, Grampian Television. Credits: presented by John W. Doran. A series of cinema 'magazines' featuring movie news, interviews, and clips. Programme 163. This programme centres on the latest 1983 film releases, including clips from GANDHI, MY FAVOURITE YEAR, THE VERDICT, THE MISSING, and FRANCES. Featuring interviews with actor Paul Newman and actress Jessica Lange, as well as a look at actors' Oscar wins and losses.
(filmRef)19798	69	29	14	677	Type 2  vocab > structure	0.0	non-fiction Producer, Media Nan Eilean. Gaelic speaking children describe their world. [Source - Radio Times] Carrie Forbes Martin MacDonald
(filmRef)19089	476	7	2	370	Type 2  vocab > structure	0.0	non-fiction An còmhlan cliùteach Moving Hearts aig fèis Celtic Connections. Celtic rock band Moving Hearts play Titanic at Celtic Connections. [Source - BBC Alba] SHOTLIST: Cuirm shònraichte agus an còmhlan Èireannach, Moving Hearts, a' tilleadh gu àrd-ùrlar Cheltic Connections. Bha ionad a' Fruitmarket làn gu mhullach agus na bh'anns an èisteachd a' cur fàilte le gàirdeachas air Dónal Lunny, Davey Spillane, Noel Eccles agus na seòid. Tha aoighean shònraichte a' toirt taic do Moving Hearts agus gheibhear blas de NeXo, pròiseact-ciùil ùr anns a bheil luchd-ciùil bho air feadh an t-saoghail. Tha buill NeXo air siubhal à fad is farsaing; à Argentina, Galicia, Uruguay, a' Chuimrigh - agus à Alba tha Megan NicEanraig, Fionnlagh Dòmhnallach agus stiùiriche Celtic Connections, Dòmhnall Seathach. Irish band Moving Hearts return to the Celtic Connections stage in a concert special. A capacity audience in the Old Fruitmarket gave a warm welcome to Dónal Lunny, Davey Spillane, Noel Eccles and bandmates. Support for Moving Hearts comes from a number of special guests in the form of NeXo, a new musical project that connects musicians from all over the world. Band members are drawn from Argentina, Galicia, Uruguay, Wales and Scotland, including Megan Henderson, Finlay MacDonald and Celtic Connections director, Donald Shaw. [Source - BBC Alba]
(filmRef)19790	2	9	295	412	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. A weekly round up of the daily news service, concentrated mainly on Western Isles news, and Gaelic interest news stories from elsewhere [Subtitled] Programme 155. Week 20
(filmRef)19604	487	23	2	276	Type 2  vocab > structure	0.0	non-fiction Credits: thanks to Castlehead High School, Eastwood High School, Gryffe High School, St. Andrews Academy, Williamwood High School; Southern Coaches, Western Ferries comm. John Shedden ed. Peter Jackson, Jeff Grant ph. Jim Harold d. Falconer Houston. Educational documentary about activities available for schoolchildren at Ardentinny Outdoor Education Centre in Argyll. SHOTLIST: Educational documentary about activities available for schoolchildren at Ardentinny Outdoor Education Centre in Argyll, including canoeing, sailing, climbing, orienteering and history and biology instruction - also includes shots of the pupils' daily routine and socialising
(filmRef)19797	2	9	295	412	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. A weekly round up of the daily news service, concentrated mainly on Western Isles news, and Gaelic interest news stories from elsewhere [Subtitled] Programme 162. Week 27
(filmRef)19846	2	9	295	412	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. A weekly round up of the daily news service, concentrated mainly on Western Isles news, and Gaelic interest news stories from elsewhere [Subtitled] Programme 202. Week 15
(filmRef)19605	487	23	2	276	Type 2  vocab > structure	0.0	non-fiction Director, Falconer Houston. Credits: ed. Falconer Houston. Educational documentary about activities available for schoolchildren at Ardentinny Outdoor Education Centre in Argyll. SHOTLIST: Educational documentary about activities available for schoolchildren at Ardentinny Outdoor Education Centre in Argyll, including canoeing, sailing, climbing, orienteering and camping - includes shots of the pupils' daily routine and socialising.
